,Time,Price,Volume
0,2021-07-16 14:45:03,1368.0,307734.0
1,2021-07-16 14:30:03,1369.0,303198.0
2,2021-07-16 14:29:57,1369.2,302984.0
3,2021-07-16 14:29:53,1370.0,302881.0
4,2021-07-16 14:29:48,1369.6,302689.0
5,2021-07-16 14:29:44,1370.0,302473.0
6,2021-07-16 14:29:39,1369.1,302341.0
7,2021-07-16 14:29:29,1369.5,302257.0
8,2021-07-16 14:29:25,1369.0,302176.0
9,2021-07-16 14:29:19,1369.0,302074.0
10,2021-07-16 14:29:15,1369.9,301829.0
11,2021-07-16 14:29:10,1369.5,301764.0
12,2021-07-16 14:29:05,1369.4,301684.0
13,2021-07-16 14:28:56,1369.7,301555.0
14,2021-07-16 14:28:51,1369.7,301519.0
15,2021-07-16 14:28:46,1369.7,301388.0
16,2021-07-16 14:28:42,1369.4,301274.0
17,2021-07-16 14:28:37,1370.0,301240.0
18,2021-07-16 14:28:32,1370.0,301239.0
19,2021-07-16 14:28:27,1369.1,301077.0
20,2021-07-16 14:28:22,1369.9,301004.0
21,2021-07-16 14:28:17,1369.0,300970.0
22,2021-07-16 14:28:12,1369.9,300685.0
23,2021-07-16 14:28:07,1369.0,300649.0
24,2021-07-16 14:28:02,1369.2,300581.0
25,2021-07-16 14:27:58,1370.0,300552.0
26,2021-07-16 14:27:53,1369.5,300491.0
27,2021-07-16 14:27:48,1369.0,300428.0
28,2021-07-16 14:27:43,1370.1,300319.0
29,2021-07-16 14:27:38,1370.0,300229.0
30,2021-07-16 14:27:33,1370.2,300074.0
31,2021-07-16 14:27:28,1370.0,299955.0
32,2021-07-16 14:27:23,1370.7,299826.0
33,2021-07-16 14:27:19,1370.0,299705.0
34,2021-07-16 14:27:14,1370.7,299563.0
35,2021-07-16 14:27:09,1370.1,299498.0
36,2021-07-16 14:27:04,1370.7,299406.0
37,2021-07-16 14:27:00,1370.7,299262.0
38,2021-07-16 14:26:55,1370.7,299212.0
