,Time,Price,Volume
0,2021-07-15 14:45:05,1431.8,246031.0
1,2021-07-15 14:30:01,1431.9,243257.0
2,2021-07-15 14:29:57,1433.3,243169.0
3,2021-07-15 14:29:54,1433.0,242958.0
4,2021-07-15 14:29:50,1433.3,242880.0
5,2021-07-15 14:29:46,1433.0,242787.0
6,2021-07-15 14:29:42,1433.4,242629.0
7,2021-07-15 14:29:39,1432.0,242574.0
8,2021-07-15 14:29:35,1431.0,242460.0
9,2021-07-15 14:29:32,1431.9,242400.0
10,2021-07-15 14:29:28,1430.9,242306.0
11,2021-07-15 14:29:24,1429.9,242215.0
12,2021-07-15 14:29:20,1430.0,242131.0
13,2021-07-15 14:29:16,1429.9,241983.0
14,2021-07-15 14:29:13,1428.5,241876.0
15,2021-07-15 14:29:09,1428.5,241818.0
16,2021-07-15 14:29:05,1430.0,241710.0
17,2021-07-15 14:29:01,1431.1,241660.0
18,2021-07-15 14:28:58,1431.9,241633.0
19,2021-07-15 14:28:54,1431.9,241586.0
20,2021-07-15 14:28:46,1431.9,241448.0
21,2021-07-15 14:28:42,1431.1,241373.0
22,2021-07-15 14:28:35,1433.1,241262.0
23,2021-07-15 14:28:31,1432.1,241200.0
24,2021-07-15 14:28:27,1433.3,241120.0
25,2021-07-15 14:28:23,1433.7,241091.0
26,2021-07-15 14:28:16,1434.1,240961.0
27,2021-07-15 14:28:12,1434.5,240890.0
28,2021-07-15 14:28:09,1434.6,240860.0
29,2021-07-15 14:28:05,1434.5,240788.0
30,2021-07-15 14:28:01,1434.4,240715.0
31,2021-07-15 14:27:58,1434.6,240695.0
32,2021-07-15 14:27:54,1434.1,240654.0
33,2021-07-15 14:27:50,1434.8,240516.0
34,2021-07-15 14:27:46,1434.1,240417.0
35,2021-07-15 14:27:42,1434.5,240371.0
36,2021-07-15 14:27:38,1434.6,240189.0
37,2021-07-15 14:27:34,1434.0,240067.0
38,2021-07-15 14:27:30,1434.8,240037.0
39,2021-07-15 14:27:26,1433.8,239892.0
40,2021-07-15 14:27:22,1433.7,239787.0
41,2021-07-15 14:27:18,1433.1,239736.0
42,2021-07-15 14:27:14,1432.8,239673.0
43,2021-07-15 14:27:10,1432.8,239560.0
44,2021-07-15 14:27:06,1432.7,239458.0
45,2021-07-15 14:27:03,1432.8,239410.0
46,2021-07-15 14:26:59,1431.9,239289.0
47,2021-07-15 14:26:56,1432.0,239156.0
48,2021-07-15 14:26:53,1431.8,239081.0
49,2021-07-15 14:26:49,1431.0,239010.0
50,2021-07-15 14:26:45,1430.0,238787.0
51,2021-07-15 14:26:41,1429.4,238611.0
52,2021-07-15 14:26:34,1429.5,238522.0
53,2021-07-15 14:26:27,1428.8,238431.0
54,2021-07-15 14:26:23,1429.0,238369.0
55,2021-07-15 14:26:19,1429.4,238350.0
56,2021-07-15 14:26:15,1429.5,238289.0
57,2021-07-15 14:26:11,1429.4,238090.0
58,2021-07-15 14:26:08,1429.0,238052.0
59,2021-07-15 14:26:04,1428.6,237968.0
60,2021-07-15 14:26:00,1428.8,237862.0
61,2021-07-15 14:25:57,1428.5,237784.0
62,2021-07-15 14:25:54,1428.6,237666.0
63,2021-07-15 14:25:50,1428.5,237594.0
